,Unnamed: 0,listing_id,id,date,reviewer_id,reviewer_name,comments,langs,words,wordcount
133,384,88731,9859569,2014-01-14,6956239,Daiana,This was my best airbnb stay so far. Ximena is an amazing host and such a lovely and adorable person  who makes you feel at home  from the very first moment. The room is nice and cozy and the place is situated in a very safe area with shops and supermarket and the Metro just around the corner. Saying goodbye was really hard .... thank you so so much Ximena!!!,en,"['this', 'was', 'my', 'best', 'airbnb', 'stay', 'so', 'far.', 'ximena', 'is', 'an', 'amazing', 'host', 'and', 'such', 'a', 'lovely', 'and', 'adorable', 'person', 'who', 'makes', 'you', 'feel', 'at', 'home', 'from', 'the', 'very', 'first', 'moment.', 'the', 'room', 'is', 'nice', 'and', 'cozy', 'and', 'the', 'place', 'is', 'situated', 'in', 'a', 'very', 'safe', 'area', 'with', 'shops', 'and', 'supermarket', 'and', 'the', 'metro', 'just', 'around', 'the', 'corner.', 'saying', 'goodbye', 'was', 'really', 'hard', '....', 'thank', 'you', 'so', 'so', 'much', 'ximena!!!']",70
134,385,88731,10615318,2014-02-28,4123258,Susanne,I felt like at home in Ximena's house. She is a wunderful host.,en,"['i', 'felt', 'like', 'at', 'home', 'in', ""ximena's"", 'house.', 'she', 'is', 'a', 'wunderful', 'host.']",13
135,388,88731,12637945,2014-05-06,13808131,Glen,"Ximena is one of the loveliest, happiest and most outgoing hosts I've stayed with. She is very sweet and helpful, an interesting woman with a lovely apartment in a very central and good location. She was extremely accommodating with me and I am grateful for the opportunity to know her and stay with her.",en,"['ximena', 'is', 'one', 'of', 'the', 'loveliest,', 'happiest', 'and', 'most', 'outgoing', 'hosts', ""i've"", 'stayed', 'with.', 'she', 'is', 'very', 'sweet', 'and', 'helpful,', 'an', 'interesting', 'woman', 'with', 'a', 'lovely', 'apartment', 'in', 'a', 'very', 'central', 'and', 'good', 'location.', 'she', 'was', 'extremely', 'accommodating', 'with', 'me', 'and', 'i', 'am', 'grateful', 'for', 'the', 'opportunity', 'to', 'know', 'her', 'and', 'stay', 'with', 'her.']",54
136,389,88731,13166364,2014-05-20,11069978,Alan,"Ximena is a great host, she is really easygoing and always tries to make you comfortable, the place is really well located and has a spectacular view! ",en,"['ximena', 'is', 'a', 'great', 'host,', 'she', 'is', 'really', 'easygoing', 'and', 'always', 'tries', 'to', 'make', 'you', 'comfortable,', 'the', 'place', 'is', 'really', 'well', 'located', 'and', 'has', 'a', 'spectacular', 'view!']",27
137,392,88731,16847983,2014-08-03,17527670,Diego,"Excelente anfitriona! Ximena es una persona muy amable y atenta. Siempre estuvo pendiente de mi tanto en la casa, como cuando estuve en la calle conociendo. La recomiendo cuando se busca llegar a un hogar caluroso y su un gato es muy cariñoso!

Excellent host! Ximena is a very kind and helpful person. She was always looking out for me, not only at home but also when I was site-seeing. I recommend her if you are looking for a warm home and her cat is very kind too! ",en,"['excelente', 'anfitriona!', 'ximena', 'es', 'una', 'persona', 'muy', 'amable', 'y', 'atenta.', 'siempre', 'estuvo', 'pendiente', 'de', 'mi', 'tanto', 'en', 'la', 'casa,', 'como', 'cuando', 'estuve', 'en', 'la', 'calle', 'conociendo.', 'la', 'recomiendo', 'cuando', 'se', 'busca', 'llegar', 'a', 'un', 'hogar', 'caluroso', 'y', 'su', 'un', 'gato', 'es', 'muy', 'cariñoso!', 'excellent', 'host!', 'ximena', 'is', 'a', 'very', 'kind', 'and', 'helpful', 'person.', 'she', 'was', 'always', 'looking', 'out', 'for', 'me,', 'not', 'only', 'at', 'home', 'but', 'also', 'when', 'i', 'was', 'site-seeing.', 'i', 'recommend', 'her', 'if', 'you', 'are', 'looking', 'for', 'a', 'warm', 'home', 'and', 'her', 'cat', 'is', 'very', 'kind', 'too!']",88
138,393,88731,20521819,2014-09-30,9596575,John,"Ximena did a great job of making me welcome and did everything possible to make my first trip to Chile a happy one. She waited in for me even though I was four hours late and gave me tea and cake to help me get my strength back. She even offered me supper on my first night even though she doesn't normally cook meals. She gave me a good breakfast each day and was happy to adapt it to the tastes of her guests. She helped me with advice about places to see and how to get there.
The second best feature was how convenient her flat is for getting to all the main places that a tourist or student would want.  It is a short safe  walk and less than ten minutes door to train at the local metro station Manquehue. This line is very cheap, clean and efficient and mostly not too crowded. Close to her flat there is a large modern supermarket as well as a shopping centre with a food court. There is a pharmacy, green grocer, a cafe and a cake shop within 100 meters.
Overall a very good experience for me and I hope to go back another time. I think that Ximena was one of Airbnb's first hosts in Chile and she takes the role of hostess very seriously.",en,"['ximena', 'did', 'a', 'great', 'job', 'of', 'making', 'me', 'welcome', 'and', 'did', 'everything', 'possible', 'to', 'make', 'my', 'first', 'trip', 'to', 'chile', 'a', 'happy', 'one.', 'she', 'waited', 'in', 'for', 'me', 'even', 'though', 'i', 'was', 'four', 'hours', 'late', 'and', 'gave', 'me', 'tea', 'and', 'cake', 'to', 'help', 'me', 'get', 'my', 'strength', 'back.', 'she', 'even', 'offered', 'me', 'supper', 'on', 'my', 'first', 'night', 'even', 'though', 'she', ""doesn't"", 'normally', 'cook', 'meals.', 'she', 'gave', 'me', 'a', 'good', 'breakfast', 'each', 'day', 'and', 'was', 'happy', 'to', 'adapt', 'it', 'to', 'the', 'tastes', 'of', 'her', 'guests.', 'she', 'helped', 'me', 'with', 'advice', 'about', 'places', 'to', 'see', 'and', 'how', 'to', 'get', 'there.', 'the', 'second', 'best', 'feature', 'was', 'how', 'convenient', 'her', 'flat', 'is', 'for', 'getting', 'to', 'all', 'the', 'main', 'places', 'that', 'a', 'tourist', 'or', 'student', 'would', 'want.', 'it', 'is', 'a', 'short', 'safe', 'walk', 'and', 'less', 'than', 'ten', 'minutes', 'door', 'to', 'train', 'at', 'the', 'local', 'metro', 'station', 'manquehue.', 'this', 'line', 'is', 'very', 'cheap,', 'clean', 'and', 'efficient', 'and', 'mostly', 'not', 'too', 'crowded.', 'close', 'to', 'her', 'flat', 'there', 'is', 'a', 'large', 'modern', 'supermarket', 'as', 'well', 'as', 'a', 'shopping', 'centre', 'with', 'a', 'food', 'court.', 'there', 'is', 'a', 'pharmacy,', 'green', 'grocer,', 'a', 'cafe', 'and', 'a', 'cake', 'shop', 'within', '100', 'meters.', 'overall', 'a', 'very', 'good', 'experience', 'for', 'me', 'and', 'i', 'hope', 'to', 'go', 'back', 'another', 'time.', 'i', 'think', 'that', 'ximena', 'was', 'one', 'of', ""airbnb's"", 'first', 'hosts', 'in', 'chile', 'and', 'she', 'takes', 'the', 'role', 'of', 'hostess', 'very', 'seriously.']",226
139,398,88731,36573222,2015-06-29,35015805,Pablo,Ximena was a very nice and warming host. She even took time to show me the neighborhood on my first day in Chile.  She also make reservations for the taxi to pick me up for my flight back home. Great help!!,en,"['ximena', 'was', 'a', 'very', 'nice', 'and', 'warming', 'host.', 'she', 'even', 'took', 'time', 'to', 'show', 'me', 'the', 'neighborhood', 'on', 'my', 'first', 'day', 'in', 'chile.', 'she', 'also', 'make', 'reservations', 'for', 'the', 'taxi', 'to', 'pick', 'me', 'up', 'for', 'my', 'flight', 'back', 'home.', 'great', 'help!!']",41
140,400,88731,53367567,2015-11-08,45855173,Roz,"Ximena was a great host. She made me feel welcome even before I arrived. She was very helpful with anything I asked.  The bed was comfy and the bedroom had everything I needed.  A great area, and a wonderful stay.",en,"['ximena', 'was', 'a', 'great', 'host.', 'she', 'made', 'me', 'feel', 'welcome', 'even', 'before', 'i', 'arrived.', 'she', 'was', 'very', 'helpful', 'with', 'anything', 'i', 'asked.', 'the', 'bed', 'was', 'comfy', 'and', 'the', 'bedroom', 'had', 'everything', 'i', 'needed.', 'a', 'great', 'area,', 'and', 'a', 'wonderful', 'stay.']",40
141,401,88731,56910647,2015-12-20,29847950,Karel,"A nice place, good location, and a very warm welcome! Ximena helped me with anything I needed and made me feel very welcome, thank you!",en,"['a', 'nice', 'place,', 'good', 'location,', 'and', 'a', 'very', 'warm', 'welcome!', 'ximena', 'helped', 'me', 'with', 'anything', 'i', 'needed', 'and', 'made', 'me', 'feel', 'very', 'welcome,', 'thank', 'you!']",25
142,403,88731,108533191,2016-10-16,86183341,Guanghui,"I recommend ximene's apartment strongly, give me another chance i still choose to live with her.",en,"['i', 'recommend', ""ximene's"", 'apartment', 'strongly,', 'give', 'me', 'another', 'chance', 'i', 'still', 'choose', 'to', 'live', 'with', 'her.']",16
143,405,88731,188793919,2017-08-30,115547321,Alex,"Ximena was such a wonderful host, very welcoming. 
The apartment is located close to a metro station making it a very easy and fast transfer to anywhere in Santiago.",en,"['ximena', 'was', 'such', 'a', 'wonderful', 'host,', 'very', 'welcoming.', 'the', 'apartment', 'is', 'located', 'close', 'to', 'a', 'metro', 'station', 'making', 'it', 'a', 'very', 'easy', 'and', 'fast', 'transfer', 'to', 'anywhere', 'in', 'santiago.']",29
144,406,88731,349127391,2018-11-16,8229944,Rob,"Excellent location - quite at night but great access to everything you will need - public transport, shops, parks, mall, restaurants etc.",en,"['excellent', 'location', '-', 'quite', 'at', 'night', 'but', 'great', 'access', 'to', 'everything', 'you', 'will', 'need', '-', 'public', 'transport,', 'shops,', 'parks,', 'mall,', 'restaurants', 'etc.']",22
145,407,88944,650489,2011-10-21,95686,Vinicius,Nice apartment in a good part of Santiago.,en,"['nice', 'apartment', 'in', 'a', 'good', 'part', 'of', 'santiago.']",8
146,408,88944,888687,2012-01-29,1348781,Hannah,"Great location in the Providencia area next to restaurants, stores, a grocery store and metro. Leonardo was very nice and accommodating to our needs. The apartment was everything promised for the price. ",en,"['great', 'location', 'in', 'the', 'providencia', 'area', 'next', 'to', 'restaurants,', 'stores,', 'a', 'grocery', 'store', 'and', 'metro.', 'leonardo', 'was', 'very', 'nice', 'and', 'accommodating', 'to', 'our', 'needs.', 'the', 'apartment', 'was', 'everything', 'promised', 'for', 'the', 'price.']",32
147,409,88944,1080248,2012-04-03,2005294,Lydian,"We rented the apartment for a week. It is very comfortable and had everything we needed to have a pleasant stay. The location is very central close to supermarket, shops, metro station, bars, etc. Excellent location. 

Leonardo himself is very kind and helped us with many things, always responding quickly to any queries. A great host! Thanks, Leonardo! ",en,"['we', 'rented', 'the', 'apartment', 'for', 'a', 'week.', 'it', 'is', 'very', 'comfortable', 'and', 'had', 'everything', 'we', 'needed', 'to', 'have', 'a', 'pleasant', 'stay.', 'the', 'location', 'is', 'very', 'central', 'close', 'to', 'supermarket,', 'shops,', 'metro', 'station,', 'bars,', 'etc.', 'excellent', 'location.', 'leonardo', 'himself', 'is', 'very', 'kind', 'and', 'helped', 'us', 'with', 'many', 'things,', 'always', 'responding', 'quickly', 'to', 'any', 'queries.', 'a', 'great', 'host!', 'thanks,', 'leonardo!']",58
148,413,88944,1870250,2012-08-02,617922,Carlos,"The apartment is very nice, but its location is great. It's just walking distance to Costanera Center where you can find pretty much everything. The metro is half a block away and the building is over an underground shopping mall. In addition, these days were very cold outside but the apartment kept very warm, I liked my stay there very much. Leonardo was a great host, very easy going and with a good vibe.",en,"['the', 'apartment', 'is', 'very', 'nice,', 'but', 'its', 'location', 'is', 'great.', ""it's"", 'just', 'walking', 'distance', 'to', 'costanera', 'center', 'where', 'you', 'can', 'find', 'pretty', 'much', 'everything.', 'the', 'metro', 'is', 'half', 'a', 'block', 'away', 'and', 'the', 'building', 'is', 'over', 'an', 'underground', 'shopping', 'mall.', 'in', 'addition,', 'these', 'days', 'were', 'very', 'cold', 'outside', 'but', 'the', 'apartment', 'kept', 'very', 'warm,', 'i', 'liked', 'my', 'stay', 'there', 'very', 'much.', 'leonardo', 'was', 'a', 'great', 'host,', 'very', 'easy', 'going', 'and', 'with', 'a', 'good', 'vibe.']",74
149,414,88944,3006477,2012-12-02,2382823,Claudia,"Leonardo is a great host. The apartment is very comfortable and the location is perfect.
A  truly convenient experience indeed! 
 ",en,"['leonardo', 'is', 'a', 'great', 'host.', 'the', 'apartment', 'is', 'very', 'comfortable', 'and', 'the', 'location', 'is', 'perfect.', 'a', 'truly', 'convenient', 'experience', 'indeed!']",20
150,415,88944,7852742,2013-10-06,5100045,Lucrecia,"Leonardo's apartment is clean, and comfortable. It is also greatly located, within walking distance of the Costanera Center (one of the major malls in Santiago). The building is connected with a small shopping center, supermarket included, and a Metro Station! Definitely recommended.",en,"[""leonardo's"", 'apartment', 'is', 'clean,', 'and', 'comfortable.', 'it', 'is', 'also', 'greatly', 'located,', 'within', 'walking', 'distance', 'of', 'the', 'costanera', 'center', '(one', 'of', 'the', 'major', 'malls', 'in', 'santiago).', 'the', 'building', 'is', 'connected', 'with', 'a', 'small', 'shopping', 'center,', 'supermarket', 'included,', 'and', 'a', 'metro', 'station!', 'definitely', 'recommended.']",42
151,416,88944,8690708,2013-11-12,5735432,Gail,"I stayed for 4 weeks.  The apartment is spacious, secure, comfortable and excellently situated in Providencia over the Los Leones metro station and a shopping mall.  Thank you Leonardo for your hospitality.  ",en,"['i', 'stayed', 'for', '4', 'weeks.', 'the', 'apartment', 'is', 'spacious,', 'secure,', 'comfortable', 'and', 'excellently', 'situated', 'in', 'providencia', 'over', 'the', 'los', 'leones', 'metro', 'station', 'and', 'a', 'shopping', 'mall.', 'thank', 'you', 'leonardo', 'for', 'your', 'hospitality.']",32
152,417,88944,10100350,2014-01-31,3747125,Scott,"Wonderfully located apartment, clean, plenty of space, and very easy and pleasant to work with Leonardo. The kitchen is slightly dated, but perfectly serviceable. Overall an excellent experience, and an excellent option for travelers needing a place in Santiago. ",en,"['wonderfully', 'located', 'apartment,', 'clean,', 'plenty', 'of', 'space,', 'and', 'very', 'easy', 'and', 'pleasant', 'to', 'work', 'with', 'leonardo.', 'the', 'kitchen', 'is', 'slightly', 'dated,', 'but', 'perfectly', 'serviceable.', 'overall', 'an', 'excellent', 'experience,', 'and', 'an', 'excellent', 'option', 'for', 'travelers', 'needing', 'a', 'place', 'in', 'santiago.']",39
153,418,88944,11411038,2014-04-01,12976105,Philippe,"I stayed for 10 days in this flat. Great location; clean and very quiet flat for a reasonable price. The pictures on the website give a good description of the place. It was also nice to have a real kitchen (more than the usual little stove in a corner) and a big table to eat or work. Leonardo was very helpful, and all was very easy. Should I come back to Santiago, I will use this flat again….",en,"['i', 'stayed', 'for', '10', 'days', 'in', 'this', 'flat.', 'great', 'location;', 'clean', 'and', 'very', 'quiet', 'flat', 'for', 'a', 'reasonable', 'price.', 'the', 'pictures', 'on', 'the', 'website', 'give', 'a', 'good', 'description', 'of', 'the', 'place.', 'it', 'was', 'also', 'nice', 'to', 'have', 'a', 'real', 'kitchen', '(more', 'than', 'the', 'usual', 'little', 'stove', 'in', 'a', 'corner)', 'and', 'a', 'big', 'table', 'to', 'eat', 'or', 'work.', 'leonardo', 'was', 'very', 'helpful,', 'and', 'all', 'was', 'very', 'easy.', 'should', 'i', 'come', 'back', 'to', 'santiago,', 'i', 'will', 'use', 'this', 'flat', 'again….']",78
154,419,88944,13006459,2014-05-17,6013244,George,Very nice apartment in an excellent location in Providencia. Very good value for money and very well organised,en,"['very', 'nice', 'apartment', 'in', 'an', 'excellent', 'location', 'in', 'providencia.', 'very', 'good', 'value', 'for', 'money', 'and', 'very', 'well', 'organised']",18
155,421,88944,18786811,2014-09-01,13405131,Lili,"The apartment is old-fashioned but functional and extremely well located, with a supermarket, a department store and the subway in the building basement!
Even though it is in a very busy corner, the apt faces an interior patio so it is super quiet. I totally recommend for short and medium stays in Santiago!",en,"['the', 'apartment', 'is', 'old-fashioned', 'but', 'functional', 'and', 'extremely', 'well', 'located,', 'with', 'a', 'supermarket,', 'a', 'department', 'store', 'and', 'the', 'subway', 'in', 'the', 'building', 'basement!', 'even', 'though', 'it', 'is', 'in', 'a', 'very', 'busy', 'corner,', 'the', 'apt', 'faces', 'an', 'interior', 'patio', 'so', 'it', 'is', 'super', 'quiet.', 'i', 'totally', 'recommend', 'for', 'short', 'and', 'medium', 'stays', 'in', 'santiago!']",53
156,422,88944,19868403,2014-09-20,16266083,Verioska,"Confortable, great location, close to stores and park.  Located close to transportation and very safe area.  Could used a bit of updating (floors and kitchen) and a more detailed cleaning could help with first impressions. ",en,"['confortable,', 'great', 'location,', 'close', 'to', 'stores', 'and', 'park.', 'located', 'close', 'to', 'transportation', 'and', 'very', 'safe', 'area.', 'could', 'used', 'a', 'bit', 'of', 'updating', '(floors', 'and', 'kitchen)', 'and', 'a', 'more', 'detailed', 'cleaning', 'could', 'help', 'with', 'first', 'impressions.']",35
157,424,88944,22837323,2014-11-16,4122038,Javier,"Really nice apartment, located in a great area of Santiago with the possibility to feel like home. No trouble at all, and we will bookmark it for future visits. Very recomendable.",en,"['really', 'nice', 'apartment,', 'located', 'in', 'a', 'great', 'area', 'of', 'santiago', 'with', 'the', 'possibility', 'to', 'feel', 'like', 'home.', 'no', 'trouble', 'at', 'all,', 'and', 'we', 'will', 'bookmark', 'it', 'for', 'future', 'visits.', 'very', 'recomendable.']",31
158,426,88944,24224107,2014-12-23,16924707,Neville,The nieghbourhood was great and the flat very well situated to shops and metro. The keys were conveniently left with the concierge which made it easy for me to arrive at my own time. The flat had all the necessary things to make it comfortable and I enjoyed my 12 days.,en,"['the', 'nieghbourhood', 'was', 'great', 'and', 'the', 'flat', 'very', 'well', 'situated', 'to', 'shops', 'and', 'metro.', 'the', 'keys', 'were', 'conveniently', 'left', 'with', 'the', 'concierge', 'which', 'made', 'it', 'easy', 'for', 'me', 'to', 'arrive', 'at', 'my', 'own', 'time.', 'the', 'flat', 'had', 'all', 'the', 'necessary', 'things', 'to', 'make', 'it', 'comfortable', 'and', 'i', 'enjoyed', 'my', '12', 'days.']",51
159,427,88944,25954354,2015-01-31,23452324,Andreas,"The place was wonderful, looked exactly as on the pictures, very well located (directly at a metro stop). Leonardo was very nice and helpful, I would do it again, definitly. Gracias, Leonardo!",en,"['the', 'place', 'was', 'wonderful,', 'looked', 'exactly', 'as', 'on', 'the', 'pictures,', 'very', 'well', 'located', '(directly', 'at', 'a', 'metro', 'stop).', 'leonardo', 'was', 'very', 'nice', 'and', 'helpful,', 'i', 'would', 'do', 'it', 'again,', 'definitly.', 'gracias,', 'leonardo!']",32
160,428,88944,27390624,2015-03-03,18087140,Regina,"The apartment was ready for us when we arrived and it was exactly as pictured. The location is the best, right in the middle of Providencia, a very lovely neighborhood. The metro is in the basement as is a grocery store, several restaurants, and a beauty shop, to name just a little of what is available an elevator ride away. The largest mall in Latin America is just down the street and restaurants/cafes abound within five minutes walking. The apartment itself is very basic which Leonardo makes clear in his description. As we were out and about a lot, we just wanted a basic place to stay. It met our needs.

Leonardo responded to all our questions promptly. 

",en,"['the', 'apartment', 'was', 'ready', 'for', 'us', 'when', 'we', 'arrived', 'and', 'it', 'was', 'exactly', 'as', 'pictured.', 'the', 'location', 'is', 'the', 'best,', 'right', 'in', 'the', 'middle', 'of', 'providencia,', 'a', 'very', 'lovely', 'neighborhood.', 'the', 'metro', 'is', 'in', 'the', 'basement', 'as', 'is', 'a', 'grocery', 'store,', 'several', 'restaurants,', 'and', 'a', 'beauty', 'shop,', 'to', 'name', 'just', 'a', 'little', 'of', 'what', 'is', 'available', 'an', 'elevator', 'ride', 'away.', 'the', 'largest', 'mall', 'in', 'latin', 'america', 'is', 'just', 'down', 'the', 'street', 'and', 'restaurants/cafes', 'abound', 'within', 'five', 'minutes', 'walking.', 'the', 'apartment', 'itself', 'is', 'very', 'basic', 'which', 'leonardo', 'makes', 'clear', 'in', 'his', 'description.', 'as', 'we', 'were', 'out', 'and', 'about', 'a', 'lot,', 'we', 'just', 'wanted', 'a', 'basic', 'place', 'to', 'stay.', 'it', 'met', 'our', 'needs.', 'leonardo', 'responded', 'to', 'all', 'our', 'questions', 'promptly.']",118
161,429,88944,27796325,2015-03-12,5467877,Melitte,"Hard to imagine a nicer neighborhood, in the center of things, safe, cute shops and grocery stores very close by. Loved the easy access to the subway which was very easy to navigate.  Although we didn't meet Leonardo getting the keys (which I was a little nervous about) was super easy.  The kitchen is perfectly acceptable for making a sandwich or opening a bottle of wine and the balcony was a great place to relax at the end of the day.",en,"['hard', 'to', 'imagine', 'a', 'nicer', 'neighborhood,', 'in', 'the', 'center', 'of', 'things,', 'safe,', 'cute', 'shops', 'and', 'grocery', 'stores', 'very', 'close', 'by.', 'loved', 'the', 'easy', 'access', 'to', 'the', 'subway', 'which', 'was', 'very', 'easy', 'to', 'navigate.', 'although', 'we', ""didn't"", 'meet', 'leonardo', 'getting', 'the', 'keys', '(which', 'i', 'was', 'a', 'little', 'nervous', 'about)', 'was', 'super', 'easy.', 'the', 'kitchen', 'is', 'perfectly', 'acceptable', 'for', 'making', 'a', 'sandwich', 'or', 'opening', 'a', 'bottle', 'of', 'wine', 'and', 'the', 'balcony', 'was', 'a', 'great', 'place', 'to', 'relax', 'at', 'the', 'end', 'of', 'the', 'day.']",81
162,431,88944,30124607,2015-04-18,25677061,Rachael,"Had a brilliant stay here. Attractive, comfortable and spacious. Perfect location, two minute walk to the metro station and the shops. Leonardo was quick to respond, a reliable and caring host. Thank you very much!",en,"['had', 'a', 'brilliant', 'stay', 'here.', 'attractive,', 'comfortable', 'and', 'spacious.', 'perfect', 'location,', 'two', 'minute', 'walk', 'to', 'the', 'metro', 'station', 'and', 'the', 'shops.', 'leonardo', 'was', 'quick', 'to', 'respond,', 'a', 'reliable', 'and', 'caring', 'host.', 'thank', 'you', 'very', 'much!']",35
163,434,88944,40422314,2015-07-31,27812388,Greg,"This was indeed a cosy apartment in Providencia. It was warm, had everything we needed and was a stone's throw form the metro and supermarket. Leonardo welcomed us with emails ans gave his cell number so we could call him in an emergency. Which we didn't have.
There was a need for Leonardo to call by wiath some building inspectors at one time ans he gave us olenty of notice and asked iur permission to come in and everyone was very respectful. 

We thoroughly enjoyed our month-long stay in Santiago. In no small aprt due to our cosy and secure lodging. Would have no hesitation doing it again.",en,"['this', 'was', 'indeed', 'a', 'cosy', 'apartment', 'in', 'providencia.', 'it', 'was', 'warm,', 'had', 'everything', 'we', 'needed', 'and', 'was', 'a', ""stone's"", 'throw', 'form', 'the', 'metro', 'and', 'supermarket.', 'leonardo', 'welcomed', 'us', 'with', 'emails', 'ans', 'gave', 'his', 'cell', 'number', 'so', 'we', 'could', 'call', 'him', 'in', 'an', 'emergency.', 'which', 'we', ""didn't"", 'have.', 'there', 'was', 'a', 'need', 'for', 'leonardo', 'to', 'call', 'by', 'wiath', 'some', 'building', 'inspectors', 'at', 'one', 'time', 'ans', 'he', 'gave', 'us', 'olenty', 'of', 'notice', 'and', 'asked', 'iur', 'permission', 'to', 'come', 'in', 'and', 'everyone', 'was', 'very', 'respectful.', 'we', 'thoroughly', 'enjoyed', 'our', 'month-long', 'stay', 'in', 'santiago.', 'in', 'no', 'small', 'aprt', 'due', 'to', 'our', 'cosy', 'and', 'secure', 'lodging.', 'would', 'have', 'no', 'hesitation', 'doing', 'it', 'again.']",108
164,435,88944,43409407,2015-08-19,39105694,Frédéric,"Everything was as described in the description. Leonardo was really helpful in organizing may stay, from my arrival at the airport to my leave.
This providencia neighbourhood, near Metro Los Leones is ideal for a short stay. Shops and any convenience nearby, metro and safe and clean environment.
I definitely stay there if I have to go back to Santiago.",en,"['everything', 'was', 'as', 'described', 'in', 'the', 'description.', 'leonardo', 'was', 'really', 'helpful', 'in', 'organizing', 'may', 'stay,', 'from', 'my', 'arrival', 'at', 'the', 'airport', 'to', 'my', 'leave.', 'this', 'providencia', 'neighbourhood,', 'near', 'metro', 'los', 'leones', 'is', 'ideal', 'for', 'a', 'short', 'stay.', 'shops', 'and', 'any', 'convenience', 'nearby,', 'metro', 'and', 'safe', 'and', 'clean', 'environment.', 'i', 'definitely', 'stay', 'there', 'if', 'i', 'have', 'to', 'go', 'back', 'to', 'santiago.']",60
165,439,88944,53253361,2015-11-07,2527034,Lilia,"The apartment has a fantastic location, just a steps to the metro station. Leonardo was awesome, responded quickly to all my questions and helped me with instruction on how to get around the city. Very comfortable space, clean and cosy. I would recommend it to anyone.",en,"['the', 'apartment', 'has', 'a', 'fantastic', 'location,', 'just', 'a', 'steps', 'to', 'the', 'metro', 'station.', 'leonardo', 'was', 'awesome,', 'responded', 'quickly', 'to', 'all', 'my', 'questions', 'and', 'helped', 'me', 'with', 'instruction', 'on', 'how', 'to', 'get', 'around', 'the', 'city.', 'very', 'comfortable', 'space,', 'clean', 'and', 'cosy.', 'i', 'would', 'recommend', 'it', 'to', 'anyone.']",46
166,440,88944,54442654,2015-11-20,3631564,Philippe,"The apartment is very comfortable and extremely well located steps away from the metro station, shops, restaurants, groceries and banks. It is quiet and has nice light through both bay windows. The kitchen is old fashioned but very efficient. The host is professional and communicates throughout the rental time for any needs. The wifi works great. I was very happy with the accommodation. One improvement : the carpet needs a refresh. ",en,"['the', 'apartment', 'is', 'very', 'comfortable', 'and', 'extremely', 'well', 'located', 'steps', 'away', 'from', 'the', 'metro', 'station,', 'shops,', 'restaurants,', 'groceries', 'and', 'banks.', 'it', 'is', 'quiet', 'and', 'has', 'nice', 'light', 'through', 'both', 'bay', 'windows.', 'the', 'kitchen', 'is', 'old', 'fashioned', 'but', 'very', 'efficient.', 'the', 'host', 'is', 'professional', 'and', 'communicates', 'throughout', 'the', 'rental', 'time', 'for', 'any', 'needs.', 'the', 'wifi', 'works', 'great.', 'i', 'was', 'very', 'happy', 'with', 'the', 'accommodation.', 'one', 'improvement', ':', 'the', 'carpet', 'needs', 'a', 'refresh.']",71
167,444,88944,64062533,2016-02-29,27748148,Giulia,"This apartment was perfectly located near shops, restaurants, grocery store, banks and the turistik city tour bus. Macarena left us great instructions to find the apartment. The apartment itself was a great size with a sitting room, bedroom, full kitchen and bathroom and balcony. There was parking on the street and in a garage. The apartment was clean, the shower worked great, the kitchen was clean and we were able to cook several meals. Macarena quickly responded to all of our questions. We really enjoyed our stay, would highly recommend.",en,"['this', 'apartment', 'was', 'perfectly', 'located', 'near', 'shops,', 'restaurants,', 'grocery', 'store,', 'banks', 'and', 'the', 'turistik', 'city', 'tour', 'bus.', 'macarena', 'left', 'us', 'great', 'instructions', 'to', 'find', 'the', 'apartment.', 'the', 'apartment', 'itself', 'was', 'a', 'great', 'size', 'with', 'a', 'sitting', 'room,', 'bedroom,', 'full', 'kitchen', 'and', 'bathroom', 'and', 'balcony.', 'there', 'was', 'parking', 'on', 'the', 'street', 'and', 'in', 'a', 'garage.', 'the', 'apartment', 'was', 'clean,', 'the', 'shower', 'worked', 'great,', 'the', 'kitchen', 'was', 'clean', 'and', 'we', 'were', 'able', 'to', 'cook', 'several', 'meals.', 'macarena', 'quickly', 'responded', 'to', 'all', 'of', 'our', 'questions.', 'we', 'really', 'enjoyed', 'our', 'stay,', 'would', 'highly', 'recommend.']",90
