,Unnamed: 0,listing_id,id,date,reviewer_id,reviewer_name,comments,langs,words,wordcount
210,581,90694,17130098,2014-08-07,17941404,David,"We really enjoyed our stay in Providencia. Hector was really accommodating and let us check in early and leave our luggage at the apartment after checkout since we had an afternoon flight. Unfortunately, we didn't have enough time to take the private tour but I would definitely do that next time. Overall I highly recommend the apartment to anyone. ",en,"['we', 'really', 'enjoyed', 'our', 'stay', 'in', 'providencia.', 'hector', 'was', 'really', 'accommodating', 'and', 'let', 'us', 'check', 'in', 'early', 'and', 'leave', 'our', 'luggage', 'at', 'the', 'apartment', 'after', 'checkout', 'since', 'we', 'had', 'an', 'afternoon', 'flight.', 'unfortunately,', 'we', ""didn't"", 'have', 'enough', 'time', 'to', 'take', 'the', 'private', 'tour', 'but', 'i', 'would', 'definitely', 'do', 'that', 'next', 'time.', 'overall', 'i', 'highly', 'recommend', 'the', 'apartment', 'to', 'anyone.']",59
211,582,90694,24177231,2014-12-22,20286029,Manuella,"The apartment was small but very clean, well equipped and very well located. Wi-fi was very good, neighborhood was safe. When we arrived in Chile, our cell phones did not work but there was a nice café/ice cream shop right in front of the building where we could find a wi-fi spot to call Hector. He sent someone to hand us the key in less then 10 min!
If you are going to buy food for breakfast, I suggest going to the supermarket in Costanera Mall (Jumbo), which is much better then the one near the appartment.",en,"['the', 'apartment', 'was', 'small', 'but', 'very', 'clean,', 'well', 'equipped', 'and', 'very', 'well', 'located.', 'wi-fi', 'was', 'very', 'good,', 'neighborhood', 'was', 'safe.', 'when', 'we', 'arrived', 'in', 'chile,', 'our', 'cell', 'phones', 'did', 'not', 'work', 'but', 'there', 'was', 'a', 'nice', 'café/ice', 'cream', 'shop', 'right', 'in', 'front', 'of', 'the', 'building', 'where', 'we', 'could', 'find', 'a', 'wi-fi', 'spot', 'to', 'call', 'hector.', 'he', 'sent', 'someone', 'to', 'hand', 'us', 'the', 'key', 'in', 'less', 'then', '10', 'min!', 'if', 'you', 'are', 'going', 'to', 'buy', 'food', 'for', 'breakfast,', 'i', 'suggest', 'going', 'to', 'the', 'supermarket', 'in', 'costanera', 'mall', '(jumbo),', 'which', 'is', 'much', 'better', 'then', 'the', 'one', 'near', 'the', 'appartment.']",97
212,583,90694,24423810,2014-12-28,2779977,Diego,"If was fine! We were well received within minutes of arriving. The place was very clean, and had a practical, minimalist elegance. Small but functional, nothing was missing. We had a great stay.",en,"['if', 'was', 'fine!', 'we', 'were', 'well', 'received', 'within', 'minutes', 'of', 'arriving.', 'the', 'place', 'was', 'very', 'clean,', 'and', 'had', 'a', 'practical,', 'minimalist', 'elegance.', 'small', 'but', 'functional,', 'nothing', 'was', 'missing.', 'we', 'had', 'a', 'great', 'stay.']",33
213,584,90694,26097814,2015-02-03,6973221,Richard,Hector's apartment is a clean cozy one bedroom unit on the eighth floor of an apartment building in the Barrio of Provedencia.  It is a short walk to the Metro and the are a number of good restaurants and shops in the area.  There is a small but refreshing pool on the roof with a great view of the city.  There is also a concierge and coin laundry facilities on the main floor.  Hector was also very helpful with check in and any issues that we had.  I recommend this for a couple that prefers to be in a nice neighbourhood instead of right downtown.,en,"[""hector's"", 'apartment', 'is', 'a', 'clean', 'cozy', 'one', 'bedroom', 'unit', 'on', 'the', 'eighth', 'floor', 'of', 'an', 'apartment', 'building', 'in', 'the', 'barrio', 'of', 'provedencia.', 'it', 'is', 'a', 'short', 'walk', 'to', 'the', 'metro', 'and', 'the', 'are', 'a', 'number', 'of', 'good', 'restaurants', 'and', 'shops', 'in', 'the', 'area.', 'there', 'is', 'a', 'small', 'but', 'refreshing', 'pool', 'on', 'the', 'roof', 'with', 'a', 'great', 'view', 'of', 'the', 'city.', 'there', 'is', 'also', 'a', 'concierge', 'and', 'coin', 'laundry', 'facilities', 'on', 'the', 'main', 'floor.', 'hector', 'was', 'also', 'very', 'helpful', 'with', 'check', 'in', 'and', 'any', 'issues', 'that', 'we', 'had.', 'i', 'recommend', 'this', 'for', 'a', 'couple', 'that', 'prefers', 'to', 'be', 'in', 'a', 'nice', 'neighbourhood', 'instead', 'of', 'right', 'downtown.']",105
214,586,90694,29475440,2015-04-07,23043120,Randal,"The apartment was very cozy and clean. It was right in the middle of Providencia, Chile. Every thing was within walking distance or a short Metro ride. There is a tourist center right around the corner for assistance. 

2 complaints: my flight arrived in the am but Checkin wasn't until that afternoon. It was difficult lugging around luggage for 6 hours. Second, they are building a new building next door. They start work at 8am. If your a late sleeper it will be hard to do so due to the noise. ",en,"['the', 'apartment', 'was', 'very', 'cozy', 'and', 'clean.', 'it', 'was', 'right', 'in', 'the', 'middle', 'of', 'providencia,', 'chile.', 'every', 'thing', 'was', 'within', 'walking', 'distance', 'or', 'a', 'short', 'metro', 'ride.', 'there', 'is', 'a', 'tourist', 'center', 'right', 'around', 'the', 'corner', 'for', 'assistance.', '2', 'complaints:', 'my', 'flight', 'arrived', 'in', 'the', 'am', 'but', 'checkin', ""wasn't"", 'until', 'that', 'afternoon.', 'it', 'was', 'difficult', 'lugging', 'around', 'luggage', 'for', '6', 'hours.', 'second,', 'they', 'are', 'building', 'a', 'new', 'building', 'next', 'door.', 'they', 'start', 'work', 'at', '8am.', 'if', 'your', 'a', 'late', 'sleeper', 'it', 'will', 'be', 'hard', 'to', 'do', 'so', 'due', 'to', 'the', 'noise.']",91
215,587,90694,29538275,2015-04-08,30730200,Gosia,"Hector is very friendly, his apartment is nice and in a good neighborhood. ",en,"['hector', 'is', 'very', 'friendly,', 'his', 'apartment', 'is', 'nice', 'and', 'in', 'a', 'good', 'neighborhood.']",13
216,588,90694,31578616,2015-05-07,16351277,Jan,"Hector was a perfect host.  He made sure we knew everything about our apartment and how stuff works.  He took us around the immediate neighborhood and showed us the grocery store, the ATM, the restaurants with good Chilean food, the Metro stop and generally made us feel smart about where we were staying.  He also provided a local phone for just $20 so we could avoid the international rates on our smart phone.  ",en,"['hector', 'was', 'a', 'perfect', 'host.', 'he', 'made', 'sure', 'we', 'knew', 'everything', 'about', 'our', 'apartment', 'and', 'how', 'stuff', 'works.', 'he', 'took', 'us', 'around', 'the', 'immediate', 'neighborhood', 'and', 'showed', 'us', 'the', 'grocery', 'store,', 'the', 'atm,', 'the', 'restaurants', 'with', 'good', 'chilean', 'food,', 'the', 'metro', 'stop', 'and', 'generally', 'made', 'us', 'feel', 'smart', 'about', 'where', 'we', 'were', 'staying.', 'he', 'also', 'provided', 'a', 'local', 'phone', 'for', 'just', '$20', 'so', 'we', 'could', 'avoid', 'the', 'international', 'rates', 'on', 'our', 'smart', 'phone.']",73
217,590,90694,36025597,2015-06-24,26154825,Fernando,"Hector was helpful showing to us, in the map, some good spots in Providencia and all Santiago, despite the fact that the check-in was provide 1 hour late. The apartment itself is nice, good enough, but the building under construction located just a few meters of the windows created so loud noise that we couldn't stay the all days we had booked for this apartment, then we canceled the three days left and went to an economic hotel in Las Condes, making the whole experience a bit frustrating. The noise started at 9 A.M. and finished 19 P.M. - if you plan to stay out of the apartment this period of time, you will be noise free. If you don't, be aware. ",en,"['hector', 'was', 'helpful', 'showing', 'to', 'us,', 'in', 'the', 'map,', 'some', 'good', 'spots', 'in', 'providencia', 'and', 'all', 'santiago,', 'despite', 'the', 'fact', 'that', 'the', 'check-in', 'was', 'provide', '1', 'hour', 'late.', 'the', 'apartment', 'itself', 'is', 'nice,', 'good', 'enough,', 'but', 'the', 'building', 'under', 'construction', 'located', 'just', 'a', 'few', 'meters', 'of', 'the', 'windows', 'created', 'so', 'loud', 'noise', 'that', 'we', ""couldn't"", 'stay', 'the', 'all', 'days', 'we', 'had', 'booked', 'for', 'this', 'apartment,', 'then', 'we', 'canceled', 'the', 'three', 'days', 'left', 'and', 'went', 'to', 'an', 'economic', 'hotel', 'in', 'las', 'condes,', 'making', 'the', 'whole', 'experience', 'a', 'bit', 'frustrating.', 'the', 'noise', 'started', 'at', '9', 'a.m.', 'and', 'finished', '19', 'p.m.', '-', 'if', 'you', 'plan', 'to', 'stay', 'out', 'of', 'the', 'apartment', 'this', 'period', 'of', 'time,', 'you', 'will', 'be', 'noise', 'free.', 'if', 'you', ""don't,"", 'be', 'aware.']",122
218,591,90694,43497278,2015-08-20,16433770,Brittney,Hector was a great host! He was so helpful and always available when we needed him. The apartment was lovely and had everything we needed.  The view from The roof is spectacular. Thanks Hector! ,en,"['hector', 'was', 'a', 'great', 'host!', 'he', 'was', 'so', 'helpful', 'and', 'always', 'available', 'when', 'we', 'needed', 'him.', 'the', 'apartment', 'was', 'lovely', 'and', 'had', 'everything', 'we', 'needed.', 'the', 'view', 'from', 'the', 'roof', 'is', 'spectacular.', 'thanks', 'hector!']",34
219,592,90694,53059625,2015-11-04,3361129,Steven,"Hector's apartment is perfectly located in Providencia and just a short walk to Bellevista and Cerro San Cristobal.  Many good restaurants and shops are in the area.  The apartment is perfect for 1 or 2 persons and comes equipped with everything a traveler will need, including a hair dryer, international power adapter and iron.  It is super clean and the WIFI is strong.  Hector arranged my transfer from SCL to the apartment which was really convenient.  I highly recommend this clean, modern apartment in Santiago.",en,"[""hector's"", 'apartment', 'is', 'perfectly', 'located', 'in', 'providencia', 'and', 'just', 'a', 'short', 'walk', 'to', 'bellevista', 'and', 'cerro', 'san', 'cristobal.', 'many', 'good', 'restaurants', 'and', 'shops', 'are', 'in', 'the', 'area.', 'the', 'apartment', 'is', 'perfect', 'for', '1', 'or', '2', 'persons', 'and', 'comes', 'equipped', 'with', 'everything', 'a', 'traveler', 'will', 'need,', 'including', 'a', 'hair', 'dryer,', 'international', 'power', 'adapter', 'and', 'iron.', 'it', 'is', 'super', 'clean', 'and', 'the', 'wifi', 'is', 'strong.', 'hector', 'arranged', 'my', 'transfer', 'from', 'scl', 'to', 'the', 'apartment', 'which', 'was', 'really', 'convenient.', 'i', 'highly', 'recommend', 'this', 'clean,', 'modern', 'apartment', 'in', 'santiago.']",85
220,593,90694,57471416,2015-12-26,3753699,Kristopher,Hector generously picked us up at the airport and gave us a tour of the neighborhood that we were staying in. The apartment is excellent and clean. It's centrally located in a safe area. I would definitely recommend Hector's apartment to anyone.,en,"['hector', 'generously', 'picked', 'us', 'up', 'at', 'the', 'airport', 'and', 'gave', 'us', 'a', 'tour', 'of', 'the', 'neighborhood', 'that', 'we', 'were', 'staying', 'in.', 'the', 'apartment', 'is', 'excellent', 'and', 'clean.', ""it's"", 'centrally', 'located', 'in', 'a', 'safe', 'area.', 'i', 'would', 'definitely', 'recommend', ""hector's"", 'apartment', 'to', 'anyone.']",42
221,594,90694,58398772,2016-01-02,9671209,Andreas,"Hector was very responsive to all our questions. We didn't use his tour guide services but I would imagine that he does a good job at it. The apartment is very well located, steps from an underground station. There is a little convenience store accross the street. A couple of very nice restaurants are within walking distance. The apartment itself is very small, I wouldn't recommend it for more than two people. It is very functional but it lacks the charm of an apartment that's actually inhabited (or decorated and equipped as if it was). The pool on the roof is tiny but the view is breathtaking. The biggest disappointment was the absence of a usable gym room. There was no written information in the apartment about the location of the gym, the pool and the laundry room. We found the pool ourselves but had to call Hector for the other two facilities. He admitted that the gym was only equipped with ""toy machines"". He explained the peculiar function of the laundry room (you need thirteen pieces of new 100 pesos coins which you get from the staff who pack your groceries at one of the supermarkets). When we finally found the gym after his explanations, the door was locked. We didn't bother to call him (Website hidden by Airbnb) is fair enough that he removed the gym from the description after our conversation. But it still says that there is a jacuzzi. Don't count on it since there isn't one. All in all  not a bad experience but the overstatements leave a little bitter note. ",en,"['hector', 'was', 'very', 'responsive', 'to', 'all', 'our', 'questions.', 'we', ""didn't"", 'use', 'his', 'tour', 'guide', 'services', 'but', 'i', 'would', 'imagine', 'that', 'he', 'does', 'a', 'good', 'job', 'at', 'it.', 'the', 'apartment', 'is', 'very', 'well', 'located,', 'steps', 'from', 'an', 'underground', 'station.', 'there', 'is', 'a', 'little', 'convenience', 'store', 'accross', 'the', 'street.', 'a', 'couple', 'of', 'very', 'nice', 'restaurants', 'are', 'within', 'walking', 'distance.', 'the', 'apartment', 'itself', 'is', 'very', 'small,', 'i', ""wouldn't"", 'recommend', 'it', 'for', 'more', 'than', 'two', 'people.', 'it', 'is', 'very', 'functional', 'but', 'it', 'lacks', 'the', 'charm', 'of', 'an', 'apartment', ""that's"", 'actually', 'inhabited', '(or', 'decorated', 'and', 'equipped', 'as', 'if', 'it', 'was).', 'the', 'pool', 'on', 'the', 'roof', 'is', 'tiny', 'but', 'the', 'view', 'is', 'breathtaking.', 'the', 'biggest', 'disappointment', 'was', 'the', 'absence', 'of', 'a', 'usable', 'gym', 'room.', 'there', 'was', 'no', 'written', 'information', 'in', 'the', 'apartment', 'about', 'the', 'location', 'of', 'the', 'gym,', 'the', 'pool', 'and', 'the', 'laundry', 'room.', 'we', 'found', 'the', 'pool', 'ourselves', 'but', 'had', 'to', 'call', 'hector', 'for', 'the', 'other', 'two', 'facilities.', 'he', 'admitted', 'that', 'the', 'gym', 'was', 'only', 'equipped', 'with', '""toy', 'machines"".', 'he', 'explained', 'the', 'peculiar', 'function', 'of', 'the', 'laundry', 'room', '(you', 'need', 'thirteen', 'pieces', 'of', 'new', '100', 'pesos', 'coins', 'which', 'you', 'get', 'from', 'the', 'staff', 'who', 'pack', 'your', 'groceries', 'at', 'one', 'of', 'the', 'supermarkets).', 'when', 'we', 'finally', 'found', 'the', 'gym', 'after', 'his', 'explanations,', 'the', 'door', 'was', 'locked.', 'we', ""didn't"", 'bother', 'to', 'call', 'him', '(website', 'hidden', 'by', 'airbnb)', 'is', 'fair', 'enough', 'that', 'he', 'removed', 'the', 'gym', 'from', 'the', 'description', 'after', 'our', 'conversation.', 'but', 'it', 'still', 'says', 'that', 'there', 'is', 'a', 'jacuzzi.', ""don't"", 'count', 'on', 'it', 'since', 'there', ""isn't"", 'one.', 'all', 'in', 'all', 'not', 'a', 'bad', 'experience', 'but', 'the', 'overstatements', 'leave', 'a', 'little', 'bitter', 'note.']",266
222,596,90694,179471986,2017-08-07,129549327,Sebastian,A lovely apartment and very centrally located.,en,"['a', 'lovely', 'apartment', 'and', 'very', 'centrally', 'located.']",7
223,597,90694,221993655,2017-12-28,132867759,Fabricio Matheus,"Amazing place, location, hospitality, very clean and quite neighborhood. It's perfect for a couple that is looking to take a great rest and enjoy this lovely city.
It's close to 2 subway stations, good restaurant and 2 important turistic points: Cerro San Cristoban and Costanera Mall.
The building offers beautiful view in the terrace to almost all Santiago, great place to delight a sunset.",en,"['amazing', 'place,', 'location,', 'hospitality,', 'very', 'clean', 'and', 'quite', 'neighborhood.', ""it's"", 'perfect', 'for', 'a', 'couple', 'that', 'is', 'looking', 'to', 'take', 'a', 'great', 'rest', 'and', 'enjoy', 'this', 'lovely', 'city.', ""it's"", 'close', 'to', '2', 'subway', 'stations,', 'good', 'restaurant', 'and', '2', 'important', 'turistic', 'points:', 'cerro', 'san', 'cristoban', 'and', 'costanera', 'mall.', 'the', 'building', 'offers', 'beautiful', 'view', 'in', 'the', 'terrace', 'to', 'almost', 'all', 'santiago,', 'great', 'place', 'to', 'delight', 'a', 'sunset.']",64
224,598,90694,417810689,2019-02-28,8781910,Bruno,"The PROS

The apartment is well located, close to metro station and quick uber ride to most of the popular tourist spots. It has everything one needs to survive a few days vacation however, if you’re staying long periods of time, some things might tick you off as it did for me. The response time from everyone was great and everything i asked while I was there they did (only a couple of things)..

The CONS (for long stays in my view as I stayed almost 2 months for work)

There is no couch, only 2 VERY uncomfortable chairs. If you want to lounge and decompress after a long day of work, these chairs will not do. The tub in the bathroom has partial coverage, so most of the water WILL spill out, no matter how careful and the bathroom rug was ALWAYS soaked and at times i had to hang it from the balcony to dry. I would suggest investing in a complete closure (it’s not that expensive). The sink faucet is too small for the vessel sink, washing hands is nearly impossible (again, another cheap investment). The a/c works fine for the bedroom, but it is not enough for the entire apartment. I was there in the summer, i hate the heat and it was almost impossible to stay in the living room during the day specially because the aptm is facing west (afternoon sun exposure). This is my opinion as freezing A/C is a MUST for me. The building has a pool but forget about using it on weekends in the summer, it’s tiny and if more than 5 people are up there at a time, you have to sit on the floor in the pool surroundings.",en,"['the', 'pros', 'the', 'apartment', 'is', 'well', 'located,', 'close', 'to', 'metro', 'station', 'and', 'quick', 'uber', 'ride', 'to', 'most', 'of', 'the', 'popular', 'tourist', 'spots.', 'it', 'has', 'everything', 'one', 'needs', 'to', 'survive', 'a', 'few', 'days', 'vacation', 'however,', 'if', 'you’re', 'staying', 'long', 'periods', 'of', 'time,', 'some', 'things', 'might', 'tick', 'you', 'off', 'as', 'it', 'did', 'for', 'me.', 'the', 'response', 'time', 'from', 'everyone', 'was', 'great', 'and', 'everything', 'i', 'asked', 'while', 'i', 'was', 'there', 'they', 'did', '(only', 'a', 'couple', 'of', 'things)..', 'the', 'cons', '(for', 'long', 'stays', 'in', 'my', 'view', 'as', 'i', 'stayed', 'almost', '2', 'months', 'for', 'work)', 'there', 'is', 'no', 'couch,', 'only', '2', 'very', 'uncomfortable', 'chairs.', 'if', 'you', 'want', 'to', 'lounge', 'and', 'decompress', 'after', 'a', 'long', 'day', 'of', 'work,', 'these', 'chairs', 'will', 'not', 'do.', 'the', 'tub', 'in', 'the', 'bathroom', 'has', 'partial', 'coverage,', 'so', 'most', 'of', 'the', 'water', 'will', 'spill', 'out,', 'no', 'matter', 'how', 'careful', 'and', 'the', 'bathroom', 'rug', 'was', 'always', 'soaked', 'and', 'at', 'times', 'i', 'had', 'to', 'hang', 'it', 'from', 'the', 'balcony', 'to', 'dry.', 'i', 'would', 'suggest', 'investing', 'in', 'a', 'complete', 'closure', '(it’s', 'not', 'that', 'expensive).', 'the', 'sink', 'faucet', 'is', 'too', 'small', 'for', 'the', 'vessel', 'sink,', 'washing', 'hands', 'is', 'nearly', 'impossible', '(again,', 'another', 'cheap', 'investment).', 'the', 'a/c', 'works', 'fine', 'for', 'the', 'bedroom,', 'but', 'it', 'is', 'not', 'enough', 'for', 'the', 'entire', 'apartment.', 'i', 'was', 'there', 'in', 'the', 'summer,', 'i', 'hate', 'the', 'heat', 'and', 'it', 'was', 'almost', 'impossible', 'to', 'stay', 'in', 'the', 'living', 'room', 'during', 'the', 'day', 'specially', 'because', 'the', 'aptm', 'is', 'facing', 'west', '(afternoon', 'sun', 'exposure).', 'this', 'is', 'my', 'opinion', 'as', 'freezing', 'a/c', 'is', 'a', 'must', 'for', 'me.', 'the', 'building', 'has', 'a', 'pool', 'but', 'forget', 'about', 'using', 'it', 'on', 'weekends', 'in', 'the', 'summer,', 'it’s', 'tiny', 'and', 'if', 'more', 'than', '5', 'people', 'are', 'up', 'there', 'at', 'a', 'time,', 'you', 'have', 'to', 'sit', 'on', 'the', 'floor', 'in', 'the', 'pool', 'surroundings.']",290
225,599,92240,2962483,2012-11-25,1609055,Elvira,"Close to the airport, cosy room and Bernadita was very nice!",en,"['close', 'to', 'the', 'airport,', 'cosy', 'room', 'and', 'bernadita', 'was', 'very', 'nice!']",11
226,600,92240,5466497,2013-07-01,1183588,Rodrigo,"I stayed only for one night, but it showed me the quality of the room and attention in Bernardita accommodate you nicely. And it is very near to the airport.",en,"['i', 'stayed', 'only', 'for', 'one', 'night,', 'but', 'it', 'showed', 'me', 'the', 'quality', 'of', 'the', 'room', 'and', 'attention', 'in', 'bernardita', 'accommodate', 'you', 'nicely.', 'and', 'it', 'is', 'very', 'near', 'to', 'the', 'airport.']",30
227,602,92240,8152162,2013-10-18,8722179,Prue,"I am really grateful for a lovely brief stay at Bernardita's place between flights. Bernardita took very good care of me and my 7 month old, making me feel very at home and comfortable and also managing to obtain a baby seat for the airport pick up and drop off. Highly recommended for those needing to be close to the airport. You pay 20.000 plus the parking fee Bernardita pays.",en,"['i', 'am', 'really', 'grateful', 'for', 'a', 'lovely', 'brief', 'stay', 'at', ""bernardita's"", 'place', 'between', 'flights.', 'bernardita', 'took', 'very', 'good', 'care', 'of', 'me', 'and', 'my', '7', 'month', 'old,', 'making', 'me', 'feel', 'very', 'at', 'home', 'and', 'comfortable', 'and', 'also', 'managing', 'to', 'obtain', 'a', 'baby', 'seat', 'for', 'the', 'airport', 'pick', 'up', 'and', 'drop', 'off.', 'highly', 'recommended', 'for', 'those', 'needing', 'to', 'be', 'close', 'to', 'the', 'airport.', 'you', 'pay', '20.000', 'plus', 'the', 'parking', 'fee', 'bernardita', 'pays.']",70
228,603,92240,9451149,2013-12-29,8827364,Philipp,"Bernardita was an excellent host! She was very kind and helped me a lot, especially with providing transfers to the metro station and to the airport in the early morning. The apartment was clean and well stocked with a comfortable bed and private bathroom. The neighborhood was quite and nice.
I would definitely rent from Bernardita again!",en,"['bernardita', 'was', 'an', 'excellent', 'host!', 'she', 'was', 'very', 'kind', 'and', 'helped', 'me', 'a', 'lot,', 'especially', 'with', 'providing', 'transfers', 'to', 'the', 'metro', 'station', 'and', 'to', 'the', 'airport', 'in', 'the', 'early', 'morning.', 'the', 'apartment', 'was', 'clean', 'and', 'well', 'stocked', 'with', 'a', 'comfortable', 'bed', 'and', 'private', 'bathroom.', 'the', 'neighborhood', 'was', 'quite', 'and', 'nice.', 'i', 'would', 'definitely', 'rent', 'from', 'bernardita', 'again!']",57
229,604,92240,10505521,2014-02-22,12174485,Jouni,"It was very interesting to spend few days at Bernardita's home. She is nice, helpful and understands needs of a traveller. I spent hours with her just talking and talking. With my bad Spanish... but I understood a lot because she can speak slowly. She understand also English enough.
Her Place is a three storey apartment, good for 1-5 persons. The room I got was little but clean and big enough, having own TV and WC/bath. Kitchen and living room are not big but there is space enough. I think her Place is a good excample about a regular Chilene living?
I learned very soon how to travel in Santiago, by Bernardita's help. The location of the house is fine and easy to find, the area is peaceful and safe.
I warmly recommend her Place, the price comparing to quality is good.",en,"['it', 'was', 'very', 'interesting', 'to', 'spend', 'few', 'days', 'at', ""bernardita's"", 'home.', 'she', 'is', 'nice,', 'helpful', 'and', 'understands', 'needs', 'of', 'a', 'traveller.', 'i', 'spent', 'hours', 'with', 'her', 'just', 'talking', 'and', 'talking.', 'with', 'my', 'bad', 'spanish...', 'but', 'i', 'understood', 'a', 'lot', 'because', 'she', 'can', 'speak', 'slowly.', 'she', 'understand', 'also', 'english', 'enough.', 'her', 'place', 'is', 'a', 'three', 'storey', 'apartment,', 'good', 'for', '1-5', 'persons.', 'the', 'room', 'i', 'got', 'was', 'little', 'but', 'clean', 'and', 'big', 'enough,', 'having', 'own', 'tv', 'and', 'wc/bath.', 'kitchen', 'and', 'living', 'room', 'are', 'not', 'big', 'but', 'there', 'is', 'space', 'enough.', 'i', 'think', 'her', 'place', 'is', 'a', 'good', 'excample', 'about', 'a', 'regular', 'chilene', 'living?', 'i', 'learned', 'very', 'soon', 'how', 'to', 'travel', 'in', 'santiago,', 'by', ""bernardita's"", 'help.', 'the', 'location', 'of', 'the', 'house', 'is', 'fine', 'and', 'easy', 'to', 'find,', 'the', 'area', 'is', 'peaceful', 'and', 'safe.', 'i', 'warmly', 'recommend', 'her', 'place,', 'the', 'price', 'comparing', 'to', 'quality', 'is', 'good.']",142
230,605,92240,13939938,2014-06-08,15725889,Flavio,It solved my problem: to stay overnight in Santiago when I have flight connections. You get there in +/- 20 minutes.  Helpful and nice host Bernardita is a plus. ,en,"['it', 'solved', 'my', 'problem:', 'to', 'stay', 'overnight', 'in', 'santiago', 'when', 'i', 'have', 'flight', 'connections.', 'you', 'get', 'there', 'in', '+/-', '20', 'minutes.', 'helpful', 'and', 'nice', 'host', 'bernardita', 'is', 'a', 'plus.']",29
231,607,92240,15742253,2014-07-15,17066791,Jihoon,The reservation was canceled 30 days before arrival. This is an automated posting.,en,"['the', 'reservation', 'was', 'canceled', '30', 'days', 'before', 'arrival.', 'this', 'is', 'an', 'automated', 'posting.']",13
232,608,92240,15870310,2014-07-17,7659104,Nathan,"Everything was exactly as expected and beyond.  Bernardita made me feel like a part of her home!  The location is convenient to the airport, which was perfect for me since I had an overnight layover in Santiago.  Everything was great!",en,"['everything', 'was', 'exactly', 'as', 'expected', 'and', 'beyond.', 'bernardita', 'made', 'me', 'feel', 'like', 'a', 'part', 'of', 'her', 'home!', 'the', 'location', 'is', 'convenient', 'to', 'the', 'airport,', 'which', 'was', 'perfect', 'for', 'me', 'since', 'i', 'had', 'an', 'overnight', 'layover', 'in', 'santiago.', 'everything', 'was', 'great!']",40
233,609,92240,15966914,2014-07-19,16762047,Yuehong,"I am from China and went to Chile for business trip.I was lucky to live in Bernardite's home.She really is a very very kind person.She take care of me  very considerably,also she gave me many many other help which making my business trip very smoothly.Here I sincerely say:thank her very much...I had a very gooood time in Chile.",en,"['i', 'am', 'from', 'china', 'and', 'went', 'to', 'chile', 'for', 'business', 'trip.i', 'was', 'lucky', 'to', 'live', 'in', ""bernardite's"", 'home.she', 'really', 'is', 'a', 'very', 'very', 'kind', 'person.she', 'take', 'care', 'of', 'me', 'very', 'considerably,also', 'she', 'gave', 'me', 'many', 'many', 'other', 'help', 'which', 'making', 'my', 'business', 'trip', 'very', 'smoothly.here', 'i', 'sincerely', 'say:thank', 'her', 'very', 'much...i', 'had', 'a', 'very', 'gooood', 'time', 'in', 'chile.']",58
234,610,92240,20887735,2014-10-06,20928176,Michael,"It was by far the best airbnb experience I've ever had! Bernardita and her son were very passionate, warm and friendly. I really felt like being at home. Although I can't speak Spanish and she can speak a little bit English, I enjoyed her company so much. Definitely a very memorable experience!
The room was great! The bed was large and comfortable. It's very well equipped and private. Beautifully decorated. Bernardita even made the curtain of the room!
Location: it's perfect for layover. If you want to stay away from the city center and experience the local life, this is the great place. It's close to Pajaritos station but needs a bit of walking. The neighborhood is quiet and safe. Restaurants are around.
I highly recommend this place. I would definitely stay at this place again when I come to Santiago again!",en,"['it', 'was', 'by', 'far', 'the', 'best', 'airbnb', 'experience', ""i've"", 'ever', 'had!', 'bernardita', 'and', 'her', 'son', 'were', 'very', 'passionate,', 'warm', 'and', 'friendly.', 'i', 'really', 'felt', 'like', 'being', 'at', 'home.', 'although', 'i', ""can't"", 'speak', 'spanish', 'and', 'she', 'can', 'speak', 'a', 'little', 'bit', 'english,', 'i', 'enjoyed', 'her', 'company', 'so', 'much.', 'definitely', 'a', 'very', 'memorable', 'experience!', 'the', 'room', 'was', 'great!', 'the', 'bed', 'was', 'large', 'and', 'comfortable.', ""it's"", 'very', 'well', 'equipped', 'and', 'private.', 'beautifully', 'decorated.', 'bernardita', 'even', 'made', 'the', 'curtain', 'of', 'the', 'room!', 'location:', ""it's"", 'perfect', 'for', 'layover.', 'if', 'you', 'want', 'to', 'stay', 'away', 'from', 'the', 'city', 'center', 'and', 'experience', 'the', 'local', 'life,', 'this', 'is', 'the', 'great', 'place.', ""it's"", 'close', 'to', 'pajaritos', 'station', 'but', 'needs', 'a', 'bit', 'of', 'walking.', 'the', 'neighborhood', 'is', 'quiet', 'and', 'safe.', 'restaurants', 'are', 'around.', 'i', 'highly', 'recommend', 'this', 'place.', 'i', 'would', 'definitely', 'stay', 'at', 'this', 'place', 'again', 'when', 'i', 'come', 'to', 'santiago', 'again!']",142
